"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FBX/SuperToaki/mat8_004.mat8_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat8_001.mat8_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat28_001.mat28_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat26_003.mat26_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat26_001.mat26_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat5_004.mat5_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat5_001.mat5_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat7_004.mat7_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat7_001.mat7_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat6_004.mat6_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat6_001.mat6_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat4_004.mat4_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat4_001.mat4_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat47_002.mat47_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat47_001.mat47_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat46_003.mat46_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat46_001.mat46_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat45_001.mat45_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat45.mat45","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat44_002.mat44_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat38_002.mat38_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat38_001.mat38_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat36_002.mat36_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat36_001.mat36_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat35_003.mat35_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat35_001.mat35_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat32_002.mat32_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat32_001.mat32_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat30_002.mat30_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat30_001.mat30_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat2_004.mat2_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat2_001.mat2_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat28_004.mat28_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat39_002.mat39_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat39_001.mat39_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat43.mat43","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat42_002.mat42_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat44_001.mat44_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat43_001.mat43_001","0","0","14","1","0.000000","0","0"
"/Game/MyContents/Materials/rinkaku.rinkaku","0","0","4","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat42_001.mat42_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat41_002.mat41_002","0","0","14","1","0.000000","0","0"
"/Game/MyContents/Materials/pika.pika","0","0","34","2","0.000000","0","0"
"/Game/FBX/SuperToaki/mat41_001.mat41_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat40_001.mat40_001","0","0","14","1","0.000000","0","0"
"/Game/MyContents/Materials/M_Sample.M_Sample","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat40.mat40","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat3_004.mat3_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat3_001.mat3_001","0","0","14","1","0.000000","0","0"
"/Game/MyContents/Materials/M_Outlline.M_Outlline","0","0","19","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat25_002.mat25_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat25_001.mat25_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat24_003.mat24_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat24_001.mat24_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat23_003.mat23_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat23_001.mat23_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat21_003.mat21_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat9_001.mat9_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat8_001.mat8_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat7_001.mat7_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat9_004.mat9_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat21_001.mat21_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat9_001.mat9_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat20_003.mat20_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat5_001.mat5_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat8_004.mat8_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat20_001.mat20_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat8_001.mat8_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat1_004.mat1_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat7_004.mat7_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat1_001.mat1_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat7_001.mat7_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat19_003.mat19_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat6_004.mat6_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat19_001.mat19_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat6_001.mat6_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat18_004.mat18_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat5_004.mat5_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat6_001.mat6_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat18_001.mat18_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat5_001.mat5_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat17_004.mat17_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat17_001.mat17_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat4_004.mat4_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat4_001.mat4_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat16_004.mat16_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat4_001.mat4_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat3_001.mat3_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat16_001.mat16_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat47_002.mat47_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat30_001.mat30_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat15_004.mat15_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat2_001.mat2_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat47_001.mat47_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat15_001.mat15_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat29_001.mat29_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat8_004.mat8_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat23_001.mat23_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat45.mat45","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat0_004.mat0_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat46_003.mat46_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat13_001.mat13_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat28_001.mat28_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat46_001.mat46_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat13.mat13","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat27_001.mat27_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat11_003.mat11_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat25_001.mat25_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat11_001.mat11_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat10_004.mat10_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat10_001.mat10_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat24_001.mat24_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat45_001.mat45_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat22_001.mat22_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat44_002.mat44_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat21_001.mat21_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat44_001.mat44_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperToaki/mat0_001.mat0_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat20_001.mat20_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat43_001.mat43_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat9_004.mat9_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat1_001.mat1_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat43.mat43","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat19_001.mat19_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat42_002.mat42_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat9_002.mat9_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat18_001.mat18_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat42_001.mat42_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat8_001.mat8_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat6_004.mat6_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat41_002.mat41_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat17_001.mat17_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat16_001.mat16_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat41_001.mat41_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat15_001.mat15_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat40_001.mat40_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat14_001.mat14_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat7_004.mat7_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat13_001.mat13_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat7_001.mat7_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat12_001.mat12_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat6_001.mat6_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat8_001.mat8_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat10_001.mat10_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat5_004.mat5_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat7_001.mat7_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat0_001.mat0_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat5_001.mat5_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat4_004.mat4_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat4_001.mat4_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat47_001.mat47_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat46_002.mat46_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat40.mat40","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat3_004.mat3_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat9_001.mat9_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/new1clane/mat11_001.mat11_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/Souko/glass.glass","0","23","5","1","11.549743","0","91"
"/Game/FBX/4gomi/mat3_001.mat3_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat39_002.mat39_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat6_001.mat6_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat39_001.mat39_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat5_001.mat5_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat38_002.mat38_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat4_001.mat4_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat38_001.mat38_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat3_001.mat3_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat36_002.mat36_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat38.mat38","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat0_004.mat0_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat17_001.mat17_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat21_003.mat21_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat8.mat8","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat19_003.mat19_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat7.mat7","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat21_001.mat21_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat18_004.mat18_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat6.mat6","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat20_003.mat20_003","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat18_001.mat18_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat20_001.mat20_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat17_004.mat17_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat53.mat53","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat13_001.mat13_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat52.mat52","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat50.mat50","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat5.mat5","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat16_001.mat16_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat48.mat48","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat15_004.mat15_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat12_001.mat12_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat46.mat46","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat12_004.mat12_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat11_001.mat11_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat45.mat45","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat11_001.mat11_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat10_001.mat10_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/5/mat43.mat43","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat10_004.mat10_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperClane/mat0_001.mat0_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat10_002.mat10_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat9_002.mat9_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/SuperSorting/mat0_001.mat0_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/3konbea/mat9_004.mat9_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat8_002.mat8_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat7_002.mat7_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat6_002.mat6_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/3konbea/mat8_004.mat8_004","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat5_002.mat5_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat4_002.mat4_002","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat46_001.mat46_001","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat42.mat42","0","0","14","1","0.000000","0","0"
"/Game/FBX/NewNanikore/mat41.mat41","0","0","14","1","0.000000","0","0"
"/Game/FBX/4gomi/mat1_004.mat1_004","0","0","14","1","0.000000","0","0"
